Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Change Return Type,_get_image_mask,_get_image_mask,lib/convert.py/Converter,294.0,352.0,['The return type of method _get_image_mask from the module lib/convert.py in class Converter is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_new_image,_get_new_image,lib/convert.py/Converter,203.0,255.0,['The return type of method _get_new_image from the module lib/convert.py in class Converter is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_patch_image,_patch_image,lib/convert.py/Converter,171.0,221.0,['The return type of method _patch_image from the module lib/convert.py in class Converter is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Add Parameter,process,process,plugins/convert/color/avg_color.py/Color,11.0,11.0,['The parameters [ self ] are added to the method process from the module plugins/convert/color/avg_color.py in class Color'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Add Parameter,process,process,plugins/convert/color/seamless_clone.py/Color,19.0,19.0,['The parameters [ self ] are added to the method process from the module plugins/convert/color/seamless_clone.py in class Color'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,detected_faces,detected_faces,plugins/extract/pipeline.py/ExtractMedia,708.0,726.0,['The return type of method detected_faces from the module plugins/extract/pipeline.py in class ExtractMedia is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,image_shape,image_shape,plugins/extract/pipeline.py/ExtractMedia,698.0,716.0,['The return type of method image_shape from the module plugins/extract/pipeline.py in class ExtractMedia is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,image_size,image_size,plugins/extract/pipeline.py/ExtractMedia,703.0,721.0,['The return type of method image_size from the module plugins/extract/pipeline.py in class ExtractMedia is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_alignments_faces,_alignments_faces,scripts/convert.py/DiskIO,544.0,605.0,['The return type of method _alignments_faces from the module scripts/convert.py in class DiskIO is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_detect_faces,_detect_faces,scripts/convert.py/DiskIO,592.0,652.0,['The return type of method _detect_faces from the module scripts/convert.py in class DiskIO is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_detected_faces,_get_detected_faces,scripts/convert.py/DiskIO,518.0,579.0,['The return type of method _get_detected_faces from the module scripts/convert.py in class DiskIO is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_frame_ranges,_get_frame_ranges,scripts/convert.py/DiskIO,331.0,392.0,['The return type of method _get_frame_ranges from the module scripts/convert.py in class DiskIO is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_load_extractor,_load_extractor,scripts/convert.py/DiskIO,369.0,430.0,['The return type of method _load_extractor from the module scripts/convert.py in class DiskIO is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,pre_encode,pre_encode,scripts/convert.py/DiskIO,272.0,331.0,['The return type of method pre_encode from the module scripts/convert.py in class DiskIO is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_io_sizes,_get_io_sizes,scripts/convert.py/Predict,726.0,787.0,['The return type of method _get_io_sizes from the module scripts/convert.py in class Predict is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_face_metadata,_get_face_metadata,scripts/convert.py/OptionalActions,1067.0,1127.0,['The return type of method _get_face_metadata from the module scripts/convert.py in class OptionalActions is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_load,_load,scripts/fsmedia.py/Alignments,109.0,122.0,['The return type of method _load from the module scripts/fsmedia.py in class Alignments is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_set_folder_filename,_set_folder_filename,scripts/fsmedia.py/Alignments,74.0,87.0,['The return type of method _set_folder_filename from the module scripts/fsmedia.py in class Alignments is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_input_images,_get_input_images,scripts/fsmedia.py/Images,221.0,234.0,['The return type of method _get_input_images from the module scripts/fsmedia.py in class Images is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_load_disk_frames,_load_disk_frames,scripts/fsmedia.py/Images,250.0,263.0,['The return type of method _load_disk_frames from the module scripts/fsmedia.py in class Images is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_load_video_frames,_load_video_frames,scripts/fsmedia.py/Images,267.0,280.0,['The return type of method _load_video_frames from the module scripts/fsmedia.py in class Images is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,input_images,input_images,scripts/fsmedia.py/Images,176.0,189.0,['The return type of method input_images from the module scripts/fsmedia.py in class Images is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,load,load,scripts/fsmedia.py/Images,236.0,249.0,['The return type of method load from the module scripts/fsmedia.py in class Images is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_items,_get_items,scripts/fsmedia.py/PostProcess,379.0,393.0,['The return type of method _get_items from the module scripts/fsmedia.py in class PostProcess is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_set_actions,_set_actions,scripts/fsmedia.py/PostProcess,352.0,366.0,['The return type of method _set_actions from the module scripts/fsmedia.py in class PostProcess is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_load_face_filter,_load_face_filter,scripts/fsmedia.py/FaceFilter,563.0,571.0,['The return type of method _load_face_filter from the module scripts/fsmedia.py in class FaceFilter is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_available_masks,_available_masks,tools/preview/preview.py/Preview,82.0,97.0,['The return type of method _available_masks from the module tools/preview/preview.py in class Preview is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_filelist,_get_filelist,tools/preview/preview.py/Samples,241.0,263.0,['The return type of method _get_filelist from the module tools/preview/preview.py in class Samples is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_indices,_get_indices,tools/preview/preview.py/Samples,269.0,291.0,['The return type of method _get_indices from the module tools/preview/preview.py in class Samples is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_random_choice,_random_choice,tools/preview/preview.py/Samples,234.0,256.0,['The return type of method _random_choice from the module tools/preview/preview.py in class Samples is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,predicted_images,predicted_images,tools/preview/preview.py/Samples,219.0,241.0,['The return type of method predicted_images from the module tools/preview/preview.py in class Samples is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_patch_faces,_patch_faces,tools/preview/preview.py/Patch,543.0,581.0,['The return type of method _patch_faces from the module tools/preview/preview.py in class Patch is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_scale_size,_get_scale_size,tools/preview/preview.py/FacesDisplay,664.0,717.0,['The return type of method _get_scale_size from the module tools/preview/preview.py in class FacesDisplay is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,tk_image,tk_image,tools/preview/preview.py/FacesDisplay,619.0,672.0,['The return type of method tk_image from the module tools/preview/preview.py in class FacesDisplay is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_config_dicts,_get_config_dicts,tools/preview/preview.py/ConfigTools,854.0,908.0,['The return type of method _get_config_dicts from the module tools/preview/preview.py in class ConfigTools is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,config_dicts,config_dicts,tools/preview/preview.py/ConfigTools,818.0,872.0,['The return type of method config_dicts from the module tools/preview/preview.py in class ConfigTools is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,plugins_dict,plugins_dict,tools/preview/preview.py/ConfigTools,829.0,883.0,['The return type of method plugins_dict from the module tools/preview/preview.py in class ConfigTools is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,sections,sections,tools/preview/preview.py/ConfigTools,823.0,877.0,['The return type of method sections from the module tools/preview/preview.py in class ConfigTools is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Add Parameter,_add_refresh_button,_add_refresh_button,tools/preview/preview.py/ActionFrame,1228.0,1306.0,['The parameters [ cls ] are added to the method _add_refresh_button from the module tools/preview/preview.py in class ActionFrame'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,_get_control_panel_options,_get_control_panel_options,tools/preview/preview.py/ActionFrame,1166.0,1238.0,['The return type of method _get_control_panel_options from the module tools/preview/preview.py in class ActionFrame is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Change Return Type,convert_args,convert_args,tools/preview/preview.py/ActionFrame,1073.0,1137.0,['The return type of method convert_args from the module tools/preview/preview.py in class ActionFrame is updated'],1022651eb8a7741014f5d2ec7cbfe882120dfa5f,,,,,,,
Remove Parameter,__init__,__init__,plugins/train/model/_base.py/Loss,615.0,615.0,['The parameters [ side predict ] of the method __init__ from the module plugins/train/model/_base.py in class Loss is/are removed'],111d275078a8e112496d991cce80610a7c1c4f8f,,,,,,,
Remove Parameter,get_loss_functions,get_loss_functions,plugins/train/model/_base.py/Loss,666.0,666.0,['The parameters [ side predict ] of the method get_loss_functions from the module plugins/train/model/_base.py in class Loss is/are removed'],111d275078a8e112496d991cce80610a7c1c4f8f,,,,,,,
Add Parameter,get_card_most_free,get_card_most_free,lib/gpu_stats.py/GPUStats,231.0,235.0,['The parameters [ supports_plaidml ] are added to the method get_card_most_free from the module lib/gpu_stats.py in class GPUStats'],11f35fa7986a83e8dda87018b3826e85a7299e75,,,,,,,
Add Parameter,get_vram_free,get_vram_free,plugins/extract/align/_base.py/Aligner,221.0,225.0,['The parameters [ self ] are added to the method get_vram_free from the module plugins/extract/align/_base.py in class Aligner'],11f35fa7986a83e8dda87018b3826e85a7299e75,,,,,,,
Add Parameter,get_vram_free,get_vram_free,plugins/extract/detect/_base.py/Detector,320.0,323.0,['The parameters [ self ] are added to the method get_vram_free from the module plugins/extract/detect/_base.py in class Detector'],11f35fa7986a83e8dda87018b3826e85a7299e75,,,,,,,
Add Parameter,get_avg_score_faces,get_avg_score_faces,tools/sort.py/Sort,870.0,858.0,['The parameters [ self ] are added to the method get_avg_score_faces from the module tools/sort.py in class Sort'],12d83c6e68c4247e123d3ee1774ca36a4dfc9775,,,,,,,
Remove Parameter,extract,extract,lib/aligner.py/Extract,19.0,18.0,['The parameters [ align_eyes ] of the method extract from the module lib/aligner.py in class Extract is/are removed'],139b5811772d7b1e0a45041490878fe2ef2e3ad6,,,,,,,
Remove Parameter,load_aligned,load_aligned,lib/faces_detect.py/DetectedFace,144.0,144.0,['The parameters [ align_eyes ] of the method load_aligned from the module lib/faces_detect.py in class DetectedFace is/are removed'],139b5811772d7b1e0a45041490878fe2ef2e3ad6,,,,,,,
Remove Parameter,align_face,align_face,scripts/extract.py/Extract,240.0,241.0,['The parameters [ align_eyes ] of the method align_face from the module scripts/extract.py in class Extract is/are removed'],139b5811772d7b1e0a45041490878fe2ef2e3ad6,,,,,,,
Remove Parameter,output_processing,output_processing,scripts/extract.py/Extract,227.0,229.0,['The parameters [ align_eyes ] of the method output_processing from the module scripts/extract.py in class Extract is/are removed'],139b5811772d7b1e0a45041490878fe2ef2e3ad6,,,,,,,
Change Return Type,_active_plugins,_active_plugins,plugins/extract/pipeline.py/Extractor,355.0,372.0,['The return type of method _active_plugins from the module plugins/extract/pipeline.py in class Extractor is updated'],13cfb3f39e72e9ca181f173b7b3db2a048db0d08,,,,,,,
Change Return Type,_add_queues,_add_queues,plugins/extract/pipeline.py/Extractor,411.0,428.0,['The return type of method _add_queues from the module plugins/extract/pipeline.py in class Extractor is updated'],13cfb3f39e72e9ca181f173b7b3db2a048db0d08,,,,,,,
Change Return Type,_all_plugins,_all_plugins,plugins/extract/pipeline.py/Extractor,343.0,360.0,['The return type of method _all_plugins from the module plugins/extract/pipeline.py in class Extractor is updated'],13cfb3f39e72e9ca181f173b7b3db2a048db0d08,,,,,,,
Change Return Type,_current_phase,_current_phase,plugins/extract/pipeline.py/Extractor,318.0,335.0,['The return type of method _current_phase from the module plugins/extract/pipeline.py in class Extractor is updated'],13cfb3f39e72e9ca181f173b7b3db2a048db0d08,,,,,,,
Change Return Type,_get_plugin_type_and_index,_get_plugin_type_and_index,plugins/extract/pipeline.py/Extractor,381.0,398.0,['The return type of method _get_plugin_type_and_index from the module plugins/extract/pipeline.py in class Extractor is updated'],13cfb3f39e72e9ca181f173b7b3db2a048db0d08,,,,,,,
Change Return Type,_get_vram_stats,_get_vram_stats,plugins/extract/pipeline.py/Extractor,423.0,440.0,['The return type of method _get_vram_stats from the module plugins/extract/pipeline.py in class Extractor is updated'],13cfb3f39e72e9ca181f173b7b3db2a048db0d08,,,,,,,
Change Return Type,_load_align,_load_align,plugins/extract/pipeline.py/Extractor,521.0,538.0,['The return type of method _load_align from the module plugins/extract/pipeline.py in class Extractor is updated'],13cfb3f39e72e9ca181f173b7b3db2a048db0d08,,,,,,,
Change Return Type,_load_detect,_load_detect,plugins/extract/pipeline.py/Extractor,535.0,556.0,['The return type of method _load_detect from the module plugins/extract/pipeline.py in class Extractor is updated'],13cfb3f39e72e9ca181f173b7b3db2a048db0d08,,,,,,,
