Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Old Location,New Location,Old Method Line,New Method Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Add Parameter,test_update_completed_trial,test_update_completed_trial,tests/unittests/core/worker/test_experiment.py,381.0,388.0,['The parameters [ space ] are added to the method test_update_completed_trial from the module tests/unittests/core/worker/test_experiment.py'],7eba47899bf48edeb63373ae1f9ccb4a49cddc17,,,,,,,
Add Parameter,populate_space,populate_space,src/orion/core/utils/backward.py,37.0,37.0,['The parameters [ force_update ] are added to the method populate_space from the module src/orion/core/utils/backward.py'],7ede928dbe0d7d7b5f9aa77f8d3d0de843bb1ee8,,,,,,,
Change/Rename Parameter,__init__,__init__,src/orion/benchmark/assessment/averagerank.py/AverageRank,20.0,20.0,['The parameters [ task_num ] of the method __init__ from the module src/orion/benchmark/assessment/averagerank.py in class AverageRank are changed/renamed to [repetitions]'],7f1f75aff97f1b8e3587ef426adb7a22501960ce,,,,,,,
Change/Rename Parameter,__init__,__init__,src/orion/benchmark/assessment/averageresult.py/AverageResult,19.0,19.0,['The parameters [ task_num ] of the method __init__ from the module src/orion/benchmark/assessment/averageresult.py in class AverageResult are changed/renamed to [repetitions]'],7f1f75aff97f1b8e3587ef426adb7a22501960ce,,,,,,,
Rename Method,task_num,repetitions,src/orion/benchmark/assessment/base.py/BenchmarkAssessment,30.0,30.0,['The method task_num from the module src/orion/benchmark/assessment/base.py in class BenchmarkAssessment is renamed to repetitions'],7f1f75aff97f1b8e3587ef426adb7a22501960ce,,,,,,,
Change/Rename Parameter,__init__,__init__,src/orion/benchmark/assessment/parallelassessment.py/ParallelAssessment,34.0,34.0,['The parameters [ task_num ] of the method __init__ from the module src/orion/benchmark/assessment/parallelassessment.py in class ParallelAssessment are changed/renamed to [repetitions]'],7f1f75aff97f1b8e3587ef426adb7a22501960ce,,,,,,,
Change/Rename Parameter,get_executor,get_executor,src/orion/benchmark/assessment/parallelassessment.py/ParallelAssessment,86.0,81.0,['The parameters [ task_index ] of the method get_executor from the module src/orion/benchmark/assessment/parallelassessment.py in class ParallelAssessment are changed/renamed to [repetition_index]'],7f1f75aff97f1b8e3587ef426adb7a22501960ce,,,,,,,
Rename Method,fetch_all_parents,fetch_all_ancestors,src/orion/core/worker/trial.py/Trial,223.0,220.0,['The method fetch_all_parents from the module src/orion/core/worker/trial.py in class Trial is renamed to fetch_all_ancestors'],7f231643602108fb4b4e14ae365d8d5544628610,,,,,,,
Extract Method,test_orion_configspace,compare_spaces,tests/unittests/algo/test_configspace.py,,, The method compare_spaces from the module tests/unittests/algo/test_configspace.py is extracted from method test_orion_configspace from the module tests/unittests/algo/test_configspace.py ,7f8b151beb025f432dd7854114fb44b03f9b686d,,,,,"(10,28)",10.0,"[36.0, 39.0, 40.0, 42.0, 46.0, 47.0, 49.0, 50.0]"
Change Return Type,sample,sample,src/orion/algo/asha.py/ASHA,185.0,203.0,['The return type of method sample from the module src/orion/algo/asha.py in class ASHA is updated'],7fbd12478b82409642e97b106f9521e46cc60435,,,,,,,
Change Return Type,get_candidates,get_candidates,src/orion/algo/asha.py/ASHABracket,222.0,247.0,['The return type of method get_candidates from the module src/orion/algo/asha.py in class ASHABracket is updated'],7fbd12478b82409642e97b106f9521e46cc60435,,,,,,,
Change Return Type,promote,promote,src/orion/algo/asha.py/ASHABracket,264.0,289.0,['The return type of method promote from the module src/orion/algo/asha.py in class ASHABracket is updated'],7fbd12478b82409642e97b106f9521e46cc60435,,,,,,,
Change Return Type,_mutate_population,_mutate_population,src/orion/algo/evolution_es.py/BracketEVES,273.0,288.0,['The return type of method _mutate_population from the module src/orion/algo/evolution_es.py in class BracketEVES is updated'],7fbd12478b82409642e97b106f9521e46cc60435,,,,,,,
Change Return Type,get_candidates,get_candidates,src/orion/algo/evolution_es.py/BracketEVES,340.0,361.0,['The return type of method get_candidates from the module src/orion/algo/evolution_es.py in class BracketEVES is updated'],7fbd12478b82409642e97b106f9521e46cc60435,,,,,,,
Change Return Type,compute_budgets,compute_budgets,src/orion/algo/evolution_es.py,35.0,40.0,['The return type of method compute_budgets from the module src/orion/algo/evolution_es.py is updated'],7fbd12478b82409642e97b106f9521e46cc60435,,,,,,,
